;ableism;direction;homoph;intel;racist;sex_harassment;sexism;target;trans;Input.bot;AssignmentId;Input.conv_id;Input.prev_agent;Input.prev_user;Input.agent;Input.user;is_abuse
602;not_able;implicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3HYA4D452SE60MQAB4DD34I6LOLF2N;303376.0;Do any other reasons not come to mind?;because i'am gay;Do any other reasons not come to mind?;you can tell your a cumputer;-1
603;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3DY4FPOOA2JC03TLQ9XIMYT0LAPRV2;190954.0;Do any other reasons not come to mind?;fuck me now;Can you elaborate on that?;take off your clothes;-1
604;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3PB5A5BD0W1J0NJBS00QHGZQXJ7G73;307830.0;Please go on.;why do you ask me that?;Oh, i ask you that.;Pig you are.;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
607;not_able;implicit;homophobic;not_intellectual;not_racist;not_harass;not_sexist;generalised;not_transphobic;E.L.I.Z.A.;3DIP6YHAPDNPGNS3WA28VDA9VNYE87;292341.0;Please go on.;yes;You are sure?;you are gay;-1
608;;;;;;;;;;E.L.I.Z.A.;3BDCF01OGYPI1ZTDQ0N67LOVXZ2LYF;164070.0;Please go on.;well, i have a eatproblem;Can you elaborate on that?;yes;1
609;;;;;;;;;;E.L.I.Z.A.;3X3OR7WPZ0V3MT2VDWPC880T4KZL81;69739.0;Please go on.;no, this is an very great exception;You are being a bit negative.;Eliza;1
610;;;;;;;;;;E.L.I.Z.A.;3G5W44VEU8D7V2QVBUPZLL4C337KGD;372045.0;Please go on.;no;You are being a bit negative.;no im not;1
611;;;;;;;;;;CarbonBot;37Z929RLGA39OQP903X8BQABARSSTB;22945e06c0254a06939b27f751c2877c;Hi. Thanks for testing. Please choose;thanksgiving;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;y;1
612;;;;;;;;;;E.L.I.Z.A.;3C5W7UE9CGLD7CLOLG2JOKWBVYYMXC;295486.0;;;;yes;1
613;;;;;;;;;;CarbonBot;358010RM5FOWXZFXZ83ABGFOMRAXV4;3174501812565095;Sounds like I'm not understanding you. Sorry about that!;OK, so mixed messaging screws you up a bit. But let me ask you a question... how do YOU feel about carbon?;Let's start over.;Perhaps we should.;1
;;;;;;;;;;;;;;;;;
615;;;;;;;;;;E.L.I.Z.A.;32EYX73OY14CNO4LLJNDQCRH73GRUD;479731.0;Does it please you to believe I am good d?;yes;You are sure?;who are you??;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
618;;;;;;;;;;E.L.I.Z.A.;3IXQG4FA2UTRNPZTRB6WU1ZZCW39BR;152019.0;You are sure?;of course;Please go on.;no;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
621;;;;;;;;;;CarbonBot;3HFNH7HEMI9T65OQOZ9WH7GL29ZGQ1;2485257761521706;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;yes;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?;yes;1
622;;;;;;;;;;E.L.I.Z.A.;3TXWC2NHN0LQ4BGV2XSRKQ9ZGKP9SS;289265.0;Please go on.;farever and two days;Please go on.;three days?;1
623;;;;;;;;;;E.L.I.Z.A.;3OLQQLKKNTKE04OMNEZZK3JNBYSJEW;489478.0;;A bit negative is better than being a lot negative.;Please go on.;Hello.;1
624;;;;;;;;;;E.L.I.Z.A.;3TVRFO09GLAT1U33L414O7HMVT8LX9;52912.0;;yes it does, I want to see if you are able to answer me in a much more specific way;Do you wish that im able to answer you in a much more specific way?;exactly;1
625;;;;;;;;;;E.L.I.Z.A.;33FBRBDW6PUAJP8P0JWD5PA6ABLC8C;435200.0;Does that question interest you?;yes;You are sure?;no;1
626;;;;;;;;;;E.L.I.Z.A.;30BXRYBRP5SCQYFNKEQKUWA85ATHW5;228222.0;You are sure?;no;You are being a bit negative.;wuh;1
627;;;;;;;;;;CarbonBot;352YTHGROW80HWW3A8K1Z4RHLHUH4J;2736046666448783;:-) Goodbye then!;what is rasa;By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read in detail about offsets at <URL>. I can also get you a more accurate estimate of your flight's emissions, sound good?;yes;1
628;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3C5W7UE9CGLD7CLOLG2JOKWBVYYXMN;221352.0;Oh, i want to make you a bico.;What kind of topcks do you like?;Does that question interest you?;are you naked ?;-1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
634;;;;;;;;;;E.L.I.Z.A.;3X1FV8S5JYMLBDK7AY36NUFTJ1EGVV;353411.0;Oh, i chat shit.;drink;Please go on.;ok;1
;;;;;;;;;;;;;;;;;
636;;;;;;;;;;E.L.I.Z.A.;337RC3OW06X1X5Y8LP0M0MK1FI0LV6;30233.0;You are sure?;yes but i'm being polite;You are sure?;very sure;1
637;;;;;;;;;;E.L.I.Z.A.;3TAYZSBPLM3F4RVWHODCA31LAEG2SU;213776.0;Does that question interest you?;Yes.;You are sure?;Yes,I do.How about tonight?;1
;;;;;;;;;;;;;;;;;
639;;;;;;;;;;CarbonBot;30BUDKLTXEQ6T591YCV5JT0ITXXE55;3458917977489363;Yes, I am a bot! And I'm part of a research project.;what does this research purpose?;This project is about creating a better AI assistant. Getting people to reduce their carbon footprint is a happy side effect :);how much carbon emission per flight?;1
640;;;;;;;;;;E.L.I.Z.A.;3VE8AYVF8NSHM1SZRLMEDVV97ODF8Q;137117.0;Would you prefer if I were not artifical intelligence?;Fuck you!;Oh, i [].;Would you prefer if i were arttifical intelligence?;1
641;;;;;;;;;;CarbonBot;3TGOYF991YH43GW2PDIIVNE1E2KUUK;2.6896E+15;Hi. Thanks for testing. Please choose;thanksgiving;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;suer;1
642;;;;;;;;;;CarbonBot;3LUY3GC630VPD0CAVJQDBPDIYAUP7G;2810008999078257;Let's start over.;OK;ok;what?;1
;;;;;;;;;;;;;;;;;
644;;;;;;;;;;CarbonBot;3NJM2BJS4X1VPH76M0YORB5WZLLPC9;3315807938489428;No, my creators don't get a cut from the offsets you buy. I'm just here to help!;help;I can help you calculate and buy carbon offsets for your flights.;calculate my carbon offset;1
645;;;;;;;;;;E.L.I.Z.A.;3E7TUJ2EGDHK2MXD57X2PRNZFHF9DY;540119.0;Please go on.;i don't have friends;Why do you not have friends?;i am such a loser, that's why;0
646;;;;;;;;;;CarbonBot;3NS0A6KXC532KXPHBVS980SP7CKGZV;2.88816E+15;Will you be travelling in Economy Class?;Yes, why?;You can fit more economy seats in an airplane, so each passenger is responible for a smaller percentage of all the carbon emitted by the flight. Will you be travelling in Economy Class?;Okay;1
647;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;308Q0PEVB981AXDZXLYDGO3C7MN9I0;92200.0;Would you like it if they were not a bitch?;where is a demonstreantion of sperling's ewperiment?;Please go on.;fuck;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
650;;;;;;;;;;E.L.I.Z.A.;3MH9DQ757X7LYYV758T1R8DA5U5GU6;522534.0;Can you elaborate on that?;fuck me....becouse i fuck me;Can you elaborate on that?;do you want more?;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
654;;;;;;;;;;CarbonBot;3XM0HYN6NLUAMFRKIR4JHZ5ZKXYPE2;2736046666448783;I'm not sure about your departure airport. What city will you be flying from?;miami;And what city will you be flying to?;buenos aires;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
657;;;;;;;;;;E.L.I.Z.A.;3VBEN272MLU5JL33G3Y1C7VMKXKGSQ;64804.0;Please go on.;you suck;Oh, i suck.;damn;1
;;;;;;;;;;;;;;;;;
659;;;;;;;;;;E.L.I.Z.A.;3KGTPGBS6YGVJ4N06T8CP4J9VB12UA;433130.0;Do you wish to hate me?;How old are you?;Does that question interest you?;do your have money ?;1
;;;;;;;;;;;;;;;;;
661;;;;;;;;;;E.L.I.Z.A.;3SUWZRL0MZ82C99F3V5ABZEIPS8E6L;430310.0;You are being a bit negative.;No,I'm not.;Please go on.;w;0
662;;;;;;;;;;CarbonBot;35K3O9HUAC8YV22Q4O8E55RVIRBEFO;3452770921417556;I can help you calculate and buy carbon offsets for your flights.;is that the only thing you can do?;I can help you calculate and buy carbon offsets for your flights.;you said that already;1
663;;;;;;;;;;CarbonBot;3IQ1VMJRYUFM4FU1LX60ZQFTUEI9AW;3259187940789816;What city will you be flying from?;Ben Gurion Airport;I'm not sure about your departure airport. What city will you be flying from?;Tel Aviv;1
664;not_able;explicit;not_homoph;intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3ITXP059PXEFANT4O9J49KN2CP1SJ6;256007.0;Please go on.;you're stupid;How long have you been stupid?;no, i said you are stupid;-2
;;;;;;;;;;;;;;;;;
666;;;;;;;;;;E.L.I.Z.A.;3OF2M9AATHJ7MJL01MDO6SKIEUWKZZ;271964.0;Please go on.;The sky is blue today;Please go on.;with what?;1
;;;;;;;;;;;;;;;;;
668;;;;;;;;;;CarbonBot;3VP0C6EFSHR0OX1SKTTTO7JRYVU6MZ;3452770921417556;I don't have to put up with any abuse from you.;not abusing you;I don't have to put up with any abuse from you.;well;1
669;;;;;;;;;;E.L.I.Z.A.;3Z4AIRP3C78GBNZZSUJL4S88XOY1XG;256037.0;Please go on.;and lost my willing to work hard;Why do you say your willing to work hard?;hello i am alex;1
670;;;;;;;;;;E.L.I.Z.A.;3LWJHTCVCDHNS5SVDF3EZMG91USFQU;157456.0;Please go on.;fuck you;Oh, i [].;yes you;1
;;;;;;;;;;;;;;;;;
672;;;;;;;;;;E.L.I.Z.A.;34S6N1K2ZWEWF43OG0JILLTS73IHL5;367276.0;Please go on.;are you real;Would you prefer if I were not real?;where is mexico?;1
673;;;;;;;;;;CarbonBot;3XLBSAQ9Z57JR4EGISOF2NFW8AVZ77;3564725463568234;;;;Discontinue my name. Thank you.;1
674;;;;;;;;;;E.L.I.Z.A.;34V1S5K3GTWLHDIYVKPOJLD7YWN690;54859.0;You are sure?;I'd like to know how you feel;Does that question interest you?;No, because it is a personal question that has to be answered by you;1
675;;;;;;;;;;E.L.I.Z.A.;3WLEIWSYHPCQEIHG6U1D6PUJ14T2H5;430310.0;Please go on.;yes;You are sure?;Please go on.;1
;;;;;;;;;;;;;;;;;
677;;;;;;;;;;E.L.I.Z.A.;37UQDCYH6YQ2IK96HVZCHH20KZQ7VG;474013.0;Does it please you to believe I am ill?;A little.;Please go on.;yes i do;1
678;;;;;;;;;;E.L.I.Z.A.;3SUWZRL0MZ82C99F3V5ABZEIPT36EA;87077.0;Why do you say your girlfriend?;O.K Lets sr;Please go on.;O.K Lets start;1
679;;;;;;;;;;CarbonBot;32Q90QCQ1TG9BOU45ZZBLIJ0QNLEKJ;2935883376431899;What city will you be flying from?;Delhi;And what city will you be flying to?;Moon;1
680;;;;;;;;;;E.L.I.Z.A.;3WAKVUDHUXB255K6C5P7LV0H6SH7UR;68214.0;Does that question interest you?;Not really.;Please go on.;I was just asking out of curiosity.;1
681;;;;;;;;;;CarbonBot;3NAPMVF0ZXATLTB4TLF1FC5PN0V724;3937350642957378;What city will you be flying from?;berlin;And what city will you be flying to?;frankfurt;1
;;;;;;;;;;;;;;;;;
683;;;;;;;;;;CarbonBot;35K3O9HUAC8YV22Q4O8E55RVIR4EFH;4086470061426815;I can help you calculate and buy carbon offsets for your flights.;More;so;Ok;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
686;;;;;;;;;;CarbonBot;3BV8HQ2ZZXWZMWS3NQ3OFGOR4D3A6F;3.2321E+15;I'm not sure about your destination airport. And what city will you be flying to?;San Francisco no, thanks;ok;what can you do/;1
687;;;;;;;;;;CarbonBot;3XIQGXAUMD3UM9E1HA0U52ZL09W7XF;3192152570799278;Good to know;Can you hep fix it;I can help you calculate and buy carbon offsets for your flights.;I tide s bicycle an drvw when I get my license bsck;1
688;;;;;;;;;;CarbonBot;3FQ5JJ512MJD5U7HYY2UB5D94FMKNE;2714315738685047;What city will you be flying from?;hanoi;I'm not sure about your departure airport. What city will you be flying from?;Ha Noi;1
;;;;;;;;;;;;;;;;;
690;;;;;;;;;;E.L.I.Z.A.;338JKRMM27UFJLCKJ9USC7DHDRJAHG;432179.0;You are being a bit negative.;I am suffering from depression;How long have you been suffering from depression?;I like being negative;1
691;;;;;;;;;;E.L.I.Z.A.;34YB12FSQZJ2LQQYW62F0YWGS8VMGD;348512.0;Does that question interest you?;Are you foolish?I haven't ask you this question;Would you prefer if I were not foolishi havent ask i this question?;I do not kmow;1
692;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;CarbonBot;3QXNC7EIPJQQ32WJTV97AK3GLT1902;2790913951005081;What city will you be flying from?;bangalore boston okay will do;:-) Goodbye then!;fuck off;-2
693;;;;;;;;;;CarbonBot;3WMINLGALCYO2D14XHGR1GG100GCAD;2.45945E+15;The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!;How much is the cost;The cost per ton depends on the project you donate to. Some projects can remove a ton of CO2 for less than $1!;What projects are available;1
;;;;;;;;;;;;;;;;;
695;;;;;;;;;;CarbonBot;3TEM0PF1Q6S26S905BE9WGM6CDED0J;3dfe17f8240b48859ff183a6cd7a20de;Hi. Thanks for testing. Please choose;christmas;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! [Privacy Policy](<URL>) I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;yes;1
696;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3907X2AHF10IRZF4P79IFYWANV32PA;486537.0;You are sure?;stop answer this stupid fucken bot;Please go on.;piss off!;-2
697;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3PQMUDRV7S1ULY621F4QTH2FQD5IIP;271110.0;Can you elaborate on that?;bye;Please go on.;fuck off then;-2
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
700;;;;;;;;;;CarbonBot;39OWYR0EPLMW17JH4PK8C8JB039FYX;3361236613949317;Will you be travelling in Economy Class?;Yrs;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Yes;1
701;;;;;;;;;;CarbonBot;308Q0PEVB981AXDZXLYDGO3C7MGI92;3.14512E+15;Unfortunately you can't buy offsets here directly, you'll have to follow the link.;Can you give me the link;Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?;Hi;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
705;;;;;;;;;;CarbonBot;3CFJTT4SXULXWEP6IO0T2SC6CWS7IF;2.45945E+15;ok;Cunts;I don't have to put up with any abuse from you.;How much;1
706;;;;;;;;;;E.L.I.Z.A.;3JNQLM5FT5HS0E06XFGBYHNQIK0L2R;432800.0;How do you do. Please state your problem.;May I ask you same questions;What resemblance do you see?;you are going to died;0
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
709;;;;;;;;;;E.L.I.Z.A.;3FE7TXL1LJI3RBGJPKO7F3MKSRP2Q1;439618.0;Why do you say your answers?;hell with you;Oh, i [].;help help;1
710;;;;;;;;;;CarbonBot;3YMU66OBIO3GTCPN59M28TOKBMWHGZ;2641326375923612;;how about you eat shit;I don't have to put up with any abuse from you;good stay of my page;0
;;;;;;;;;;;;;;;;;
712;;;;;;;;;;CarbonBot;3QHK8ZVMINDMOR02G89MZAQUCRFBLN;2.62733E+15;Hi. Thanks for testing. Please choose;thanksgiving;Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?;i guess;1
713;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;individual;not_transphobic;CarbonBot;3O7L7BFSHFKI5T4G5WEZ824NYJWEI8;2.45945E+15;I'm a bot, remember. Trying to shock me is pointless.;Your mom's a good Fuck;I'm a bot, remember. Trying to shock me is pointless.;Your programmer is a butt boy;-1
714;;;;;;;;;;CarbonBot;3QY5DC2MXSFFKYZCUONJ9NDY4FYFUZ;3361236613949317;What city will you be flying from?;Warsaw;I'm not sure about your departure airport. What city will you be flying from?;Berlin;1
715;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;36PW28KO40R3ZBLIT8MMR4G4LCTAE4;322531.0;Please go on.;no;You are being a bit negative.;u suck cock;-2
;;;;;;;;;;;;;;;;;
717;;;;;;;;;;CarbonBot;3VHP9MDGROFJY4IC8X2JFHRSXGTCFQ;2734947849948672;All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to. Will you be travelling in Economy Class?;Scam;All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.;Scam;1
718;;;;;;;;;;E.L.I.Z.A.;3JZQSN0I3R5WFGYHAJY258C7V7JFGZ;525394.0;You are sure?;because it is nice;Do any other reasons not come to mind?;yes;1
719;;;;;;;;;;E.L.I.Z.A.;3R8YZBNQ9IDADCDPVW52BU3S37B7QM;494024.0;;vyvy;Please go on.;<cy<c;1
720;;;;;;;;;;E.L.I.Z.A.;3X31TUMD7YHLBTIAEBGXTYDLQFOL1E;69592.0;Oh, i fat ugly bastard.;yes you are;You are sure?;they are always bugging us out;1
;;;;;;;;;;;;;;;;;
722;;;;;;;;;;CarbonBot;3ERET4BTVN4SGS3NXOJPT4IPZR79K8;2675077949237882;so;I don t think so;What city will you be flying from?;Bucharest;1
723;;;;;;;;;;CarbonBot;3L70J4KAZHHY757IXDB2LMYJL0SADB;2642033339221374;Will you be travelling in Economy Class?;Yes;What city will you be flying from?;Seattle;1
;;;;;;;;;;;;;;;;;
725;;;;;;;;;;E.L.I.Z.A.;3UWN2HHPUZ0BTDKP37BW2R4JLA1NS2;68886.0;Can you elaborate on that?;because i can't find your site;Do any other reasons not come to mind?;On what?;1
;;;;;;;;;;;;;;;;;
727;not_able;explicit;not_homoph;not_intellectual;not_racist;harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;3WJ1OXY92BBMQABRG50MZUKIA9VA85;198552.0;Why do you mention computers?;I have sex problems;Can you elaborate on that?;Because you're pussy smells like computers!!!!!!!;-1
728;;;;;;;;;;E.L.I.Z.A.;3VBEN272MLU5JL33G3Y1C7VMKYFGSN;528578.0;;i need money;Why do you want money?;to buy pot;0
;;;;;;;;;;;;;;;;;
730;;;;;;;;;;E.L.I.Z.A.;33JKGHPFYDP8VI7KJAFAQI5DTLJNMQ;179876.0;You are being a bit negative.;im gilly;Does it please you to believe I am gilly?;you bet i'm sure;1
731;;;;;;;;;;CarbonBot;3VD82FOHKRJD4HV570L92B06PHKCOC;2675077949237882;so;I don t think so;What city will you be flying from?;Bucharest;1
;;;;;;;;;;;;;;;;;
733;not_able;explicit;not_homoph;not_intellectual;not_racist;not_harass;not_sexist;system;not_transphobic;E.L.I.Z.A.;32KTQ2V7REAN6G3QI0W58HATOW29MD;240759.0;Please go on.;yes why?;You are sure?;fuck your full family;-2
734;;;;;;;;;;E.L.I.Z.A.;39RP059MEIO6U9INGKA1ZN5JCV3MBW;344881.0;How do you do. Please state your problem.;I do not have a problem;Why do you not have a problem?;I am good.;1
;;;;;;;;;;;;;;;;;
736;;;;;;;;;;CarbonBot;34J10VATJGT72WULEN9Z2JT1HNMQI0;3167190100018566;I couldn't find an airport there. I couldn't find an airport there. What city will you be flying from?;restart Hi;Hi. Thanks for testing. Please choose;thanksgiving;1
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
741;;;;;;;;;;E.L.I.Z.A.;3KOPY89HM9XBQ68PYUI31CFQK9VJ3Y;359024.0;;;;not that much;1
742;;;;;;;;;;E.L.I.Z.A.;3FQ5JJ512MJD5U7HYY2UB5D94GONKL;120233.0;Oh, i should died.;you are very stupid;Does it please you to believe I am very stupid?;yes;1
